 num;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  spec. type   
3059;   5685.81;[ZGB2014] PNM14                    ;BD?;03 48 00.32 +25 41 24.3                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3060;   5685.95;UCAC4 573-009315                   ;*  ;03 54 07.0457655792 +24 30 25.547355684;     ~   ;13.852   ;12.645   ;12.330   ;~              
3061;   5686.83;UCAC4 567-007822                   ;*  ;03 41 45.0694349496 +23 12 35.345174076;     ~   ;14.497   ;13.568   ;13.259   ;~              
3062;   5687.00;ATO J056.6284+25.6835              ;V* ;03 46 30.8216319092 +25 41 00.795760659;     ~   ;     ~   ;     ~   ;     ~   ;~              
3063;   5688.24;TYC 1800-1064-1                    ;*  ;03 54 19.1516341056 +24 03 44.998403544;     ~   ;12.92    ;12.43    ;     ~   ;~              
3064;   5689.58;LP 357-41                          ;PM*;03 53 48.2177660904 +23 31 21.249194232;     ~   ;17.1     ;     ~   ;14.6     ;~              
3065;   5690.30;Cl* Melotte 22 BPL 308             ;Er*;03 54 15.6031176408 +24 20 45.876420204;     ~   ;     ~   ;     ~   ;     ~   ;~              
3066;   5693.85;Cl* Melotte 22 DH 248              ;Er*;03 42 59.2156253109 +22 54 03.254961739;     ~   ;13.047   ;12.101   ;     ~   ;~              
3067;   5693.98;IC 353                             ;GNe;03 50 30.0 +25 32 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3068;   5696.17;BD+22 576C                         ;*  ;03 50 19.2894012912 +22 41 00.175638372;     ~   ;     ~   ;12.6     ;     ~   ;~              
3069;   5698.30;TYC 1800-2095-1                    ;*  ;03 48 20.0403468768 +22 32 54.216822372;     ~   ;12.43    ;10.60    ;     ~   ;~              
3070;   5701.30;Cl* Melotte 22 BPL 283             ;LM*;03 53 23.1548800968 +23 19 20.148390372;     ~   ;     ~   ;     ~   ;     ~   ;M8             
3071;   5701.41;Cl* Melotte 22 DH 156              ;Er*;03 40 51.2713274816 +23 35 54.321120933;     ~   ;13.876   ;12.786   ;     ~   ;~              
3072;   5702.75;Cl* Melotte 22 IPL 84              ;*  ;03 40 27.930 +24 12 09.30              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3073;   5704.16;V* V672 Tau                        ;Er*;03 50 15.0349697712 +22 40 24.449163672;     ~   ;17.0     ;     ~   ;     ~   ;~              
3074;   5705.31;V* V869 Tau                        ;Er*;03 48 16.4191457736 +22 32 40.553078100;     ~   ;16.066   ;14.667   ;     ~   ;~              
3075;   5705.36;Cl* Melotte 22 MT 91               ;*  ;03 48 16.42 +22 32 40.5                ;     ~   ;15.78    ;14.7     ;     ~   ;M:             
3076;   5706.89;2MASS J03534715+2330023            ;PM*;03 53 47.1626640552 +23 30 02.054968740;     ~   ;     ~   ;     ~   ;     ~   ;~              
3077;   5711.33;HAT 260-00472                      ;*  ;03 48 39.9075604992 +25 40 37.181295156;     ~   ;13.05    ;11.23    ;10.67    ;~              
3078;   5714.20;TYC 1804-2424-1                    ;*  ;03 46 45.8724494856 +25 41 50.607572388;     ~   ;11.48    ;10.88    ;     ~   ;~              
3079;   5715.09;HD 24001                           ;V* ;03 50 19.6618 +22 40 41.700            ;     ~   ;9.81     ;9.25     ;     ~   ;F5             
3080;   5715.33;TYC 1800-205-2                     ;*  ;03 50 19.699 +22 40 41.68              ;     ~   ;9.85     ;9.35     ;     ~   ;~              
3081;   5716.92;V* V841 Tau                        ;Er*;03 40 31.0135642488 +24 21 41.049870696;     ~   ;     ~   ;     ~   ;     ~   ;~              
3082;   5718.59;Cl* Melotte 22 SK 778              ;Er*;03 40 26.4018220608 +24 05 23.824216104;     ~   ;     ~   ;16.56    ;     ~   ;~              
3083;   5719.14;HAT 260-07117                      ;*  ;03 53 16.9404811464 +24 58 25.217287860;     ~   ;     ~   ;     ~   ;     ~   ;~              
3084;   5719.85;HD 24463                           ;Y*O;03 54 21.5869988328 +24 04 32.488244220;     ~   ;10.232   ;9.749    ;9.28     ;G0             
3085;   5723.21;TYC 1800-313-1                     ;*  ;03 51 32.1482185536 +22 50 26.510272980;     ~   ;12.36    ;11.76    ;     ~   ;~              
3086;   5723.45;Cl* Melotte 22 DH 140              ;Er*;03 40 26.9535323033 +24 14 14.433908469;     ~   ;     ~   ;17.99    ;     ~   ;~              
3087;   5724.13;V* V386 Tau                        ;Y*O;03 51 50.5869153169 +22 53 44.570957451;     ~   ;     ~   ;17.58    ;     ~   ;~              
3088;   5724.57;Cl* Melotte 22 DH 166              ;Er*;03 41 13.8100968539 +23 23 05.782977728;     ~   ;15.404   ;14.045   ;     ~   ;~              
3089;   5725.28;Cl* Melotte 22 DH 298              ;PM*;03 43 52.7831817121 +25 29 30.583003897;     ~   ;     ~   ;17.0     ;     ~   ;~              
3090;   5726.38;1RXS J035422.1+240448              ;X  ;03 54 22.099 +24 04 48.00              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3091;   5727.70;TYC 1804-1065-1                    ;*  ;03 53 29.4886180320 +24 53 54.825124884;     ~   ;12.25    ;12.52    ;     ~   ;~              
3092;   5728.70;Cl* Melotte 22 DH 138              ;Er*;03 40 25.6105677600 +24 06 00.321296724;     ~   ;     ~   ;18.45    ;     ~   ;~              
3093;   5728.79;Gaia DR2 68387630383786624         ;WD?;03 41 33.1517632296 +24 59 27.436099740;     ~   ;     ~   ;     ~   ;     ~   ;~              
3094;   5730.49;HD 283051                          ;*  ;03 51 51.1095978048 +25 20 46.739540112;     ~   ;11.3     ;10.7     ;     ~   ;G5             
3095;   5730.53;UCAC4 571-009114                   ;*  ;03 54 22.5805962840 +24 07 30.605950596;     ~   ;     ~   ;13.56    ;13.30    ;~              
3096;   5731.39;2MASS J03402552+2410171            ;Y*O;03 40 25.5227607024 +24 10 17.106412296;     ~   ;14.62    ;13.57    ;13.24    ;~              
3097;   5732.13;V* V515 Tau B                      ;*  ;03 44 14.0203988105 +25 32 15.551381105;     ~   ;     ~   ;     ~   ;     ~   ;~              
3098;   5732.47;V* V515 Tau                        ;Y*O;03 44 13.96488 +25 32 15.5436          ;     ~   ;18.754   ;17.146   ;     ~   ;~              
3099;   5732.68;V* V515 Tau A                      ;*  ;03 44 13.9340991024 +25 32 15.565806636;     ~   ;     ~   ;     ~   ;     ~   ;~              
3100;   5733.44;TYC 1799-1297-1                    ;*  ;03 46 01.8752165376 +22 33 19.230522588;     ~   ;11.74    ;10.61    ;     ~   ;~              
3101;   5735.93;V* V843 Tau                        ;Er*;03 41 50.7437306280 +25 05 19.224597912;     ~   ;15.9     ;     ~   ;     ~   ;~              
3102;   5737.39;Cl* Melotte 22 PLZJ 56             ;PM*;03 44 53.5221080808 +25 36 19.458466884;     ~   ;     ~   ;     ~   ;     ~   ;~              
3103;   5737.84;1RXS J034108.8+232451              ;X  ;03 41 08.801 +23 24 51.48              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3104;   5742.52;V* V1031 Tau                       ;Er*;03 40 26.4855714000 +23 58 23.375647380;     ~   ;     ~   ;     ~   ;     ~   ;~              
3105;   5745.36;Cl* Melotte 22 CALAR 13            ;PM*;03 41 43.94 +25 03 30.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3106;   5748.68;1RXS J034028.8+242153              ;X  ;03 40 28.800 +24 21 53.50              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3107;   5748.89;Cl* Melotte 22 BPL 140             ;PM*;03 47 22.4580974520 +22 31 11.145997632;     ~   ;     ~   ;     ~   ;     ~   ;~              
3108;   5749.67;TYC 1799-821-1                     ;*  ;03 45 10.2985984680 +22 36 13.052844648;     ~   ;11.63    ;10.77    ;     ~   ;~              
3109;   5750.77;PSZ2 G166.27-25.02                 ;C?G;03 41 44.3020 +23 11 00.451            ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3110;   5756.42;ATO J057.7678+25.4814              ;Pu*;03 51 04.2887637496 +25 28 53.181948198;     ~   ;16.575   ;16.084   ;     ~   ;~              
3111;   5756.43;UGCS J035025.18+224031.7           ;*  ;03 50 25.1815464000 +22 40 31.976908788;     ~   ;     ~   ;     ~   ;     ~   ;~              
3112;   5756.70;Cl* Melotte 22 IPL 83              ;*  ;03 40 27.46 +24 20 42.8                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3113;   5757.77;TYC 1799-952-1                     ;*  ;03 43 11.1123728448 +22 50 32.227016928;     ~   ;11.24    ;10.90    ;     ~   ;~              
3114;   5761.59;UGCS J034425.58+224007.8           ;*  ;03 44 25.5842232360 +22 40 08.160898440;     ~   ;     ~   ;     ~   ;     ~   ;~              
3115;   5763.93;Cl* Melotte 22 MBSC 75             ;PM*;03 44 25.0762113264 +25 34 04.144066536;     ~   ;     ~   ;19.12    ;18.1     ;~              
3116;   5766.91;V* V1032 Tau                       ;Er*;03 40 48.8660120040 +24 40 50.496765456;     ~   ;     ~   ;     ~   ;     ~   ;~              
3117;   5767.79;Cl* Melotte 22 DH 522              ;PM*;03 47 34.1630019744 +25 43 06.137571906;     ~   ;     ~   ;17.70    ;     ~   ;~              
3118;   5768.76;Cl* Melotte 22 KPNO 2              ;BD*;03 45 43.1616128256 +25 40 23.239779672;     ~   ;     ~   ;     ~   ;     ~   ;L0V            
3119;   5768.94;Cl* Melotte 22 SK 677              ;*  ;03 42 33.5 +22 57 38                   ;     ~   ;     ~   ;16.32    ;     ~   ;~              
3120;   5774.78;Cl* Melotte 22 BRB 21              ;BD*;03 54 10.27245 +23 41 40.3586          ;     ~   ;     ~   ;     ~   ;24.02    ;L3.0           
3121;   5775.23;UGCS J034722.28+254315.0           ;*  ;03 47 22.2794194536 +25 43 15.183941088;     ~   ;     ~   ;     ~   ;     ~   ;~              
3122;   5777.65;TYC 1800-142-1                     ;*  ;03 52 05.2246240464 +22 55 27.963501564;     ~   ;11.94    ;11.48    ;     ~   ;~              
3123;   5779.07;HD 23985                           ;** ;03 50 18.94122 +25 34 45.7479          ;     ~   ;5.451    ;5.234    ;     ~   ;A2IVp          
3124;   5779.43;UCAC4 564-007776                   ;*  ;03 43 28.3347703560 +22 47 16.088860860;     ~   ;14.015   ;13.231   ;13.104   ;~              
3125;   5781.81;Cl* Melotte 22 DH 762              ;*  ;03 52 42.2013738528 +25 10 42.403066680;     ~   ;     ~   ;     ~   ;     ~   ;~              
3126;   5783.72;Cl* Melotte 22 BPL 278             ;*  ;03 53 05.1263652672 +25 04 15.823730028;     ~   ;     ~   ;     ~   ;     ~   ;~              
3127;   5784.40;MaNGA 7-24943381                   ;*  ;03 54 24.2264784869 +23 57 34.526941423;     ~   ;     ~   ;     ~   ;     ~   ;~              
3128;   5785.06;HD 22877                           ;*  ;03 41 12.8804450760 +24 53 34.598911452;     ~   ;9.775    ;8.939    ;     ~   ;G0             
3129;   5786.79;IC 1995                            ;ISM;03 50 18.0 +25 35 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3130;   5790.57;TYC 1799-214-1                     ;*  ;03 40 29.2329769491 +23 48 40.228971441;     ~   ;12.30    ;11.09    ;10.89    ;~              
3131;   5790.72;BD+22 528                          ;*  ;03 41 00.2178410112 +23 26 55.293893520;     ~   ;11.09    ;9.97     ;     ~   ;K2             
3132;   5790.79;Wolf 1259                          ;PM*;03 41 03.5914370328 +23 25 17.293676124;     ~   ;11.28    ;10.52    ;     ~   ;~              
3133;   5791.75;HAT 260-17311                      ;*  ;03 47 09.1988877480 +22 30 31.840138440;     ~   ;     ~   ;     ~   ;     ~   ;~              
3134;   5793.26;TYC 1804-571-1                     ;EB*;03 51 46.7557609512 +25 22 55.353453240;     ~   ;12.24    ;11.85    ;     ~   ;~              
3135;   5793.43;Cl* Melotte 22 PLIZ 2141           ;LM*;03 44 31.27050 +25 35 15.0036          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3136;   5796.74;Cl* Melotte 22 BPL 301             ;*  ;03 54 02.7170293763 +23 35 01.237073514;     ~   ;     ~   ;     ~   ;     ~   ;~              
3137;   5797.30;Cl* Melotte 22 MT 26               ;*  ;03 41 43.9216450944 +25 04 58.076581728;     ~   ;15.87    ;14.2     ;     ~   ;M:             
3138;   5798.87;TYC 1800-2137-1                    ;*  ;03 48 55.0948788984 +22 32 38.478292800;     ~   ;10.79    ;10.12    ;     ~   ;~              
3139;   5799.72;ATO J056.6063+22.5212              ;V* ;03 46 25.5265071817 +22 31 16.475101296;     ~   ;16.795   ;15.967   ;15.970   ;~              
3140;   5799.93;2MASS J03533211+2455184            ;HB*;03 53 32.1203100987 +24 55 18.443964485;     ~   ;     ~   ;     ~   ;     ~   ;~              
3141;   5802.28;Cl* Melotte 22 PLIZ 34             ;LM*;03 54 02.55163 +24 40 26.0929          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
3142;   5803.75;HD 24193                           ;*  ;03 52 00.9195406224 +25 20 30.214859460;     ~   ;9.02     ;7.95     ;     ~   ;K0             
3143;   5804.81;V* V840 Tau                        ;Er*;03 40 26.8294922640 +23 50 17.147275512;     ~   ;     ~   ;     ~   ;     ~   ;~              
3144;   5804.95;DANCe J03412597+2315356            ;Er*;03 41 25.9610681963 +23 15 36.034066359;     ~   ;     ~   ;     ~   ;     ~   ;~              
3145;   5805.24;Cl* Melotte 22 DH 141              ;Er*;03 40 30.7210428011 +24 29 14.316169707;     ~   ;12.592   ;11.716   ;     ~   ;~              
3146;   5808.91;2MASS J03542065+2349174            ;Y*O;03 54 20.6585588568 +23 49 17.292565884;     ~   ;14.40    ;13.44    ;13.26    ;~              
3147;   5808.93;Cl* Melotte 22 DH 591              ;*  ;03 48 45.6764840016 +25 42 01.672996228;     ~   ;18.565   ;16.874   ;     ~   ;~              
3148;   5814.24;V* V508 Tau                        ;Er*;03 43 10.9999423920 +25 25 03.145078200;     ~   ;     ~   ;     ~   ;     ~   ;~              
3149;   5814.90;HAT 259-03826                      ;*  ;03 43 09.8933482272 +25 24 52.806374280;     ~   ;     ~   ;     ~   ;     ~   ;~              
3150;   5815.02;HAT 259-03858                      ;*  ;03 42 19.6101467400 +25 14 54.791957400;     ~   ;     ~   ;     ~   ;     ~   ;~              
3151;   5820.13;HAT 259-04180                      ;*  ;03 44 30.5020464600 +25 35 39.605402832;     ~   ;13.75    ;12.97    ;12.82    ;~              
3152;   5820.42;HD 24454                           ;*  ;03 54 12.8328313800 +24 34 11.071798932;     ~   ;10.23    ;9.70     ;     ~   ;G0             
3153;   5821.29;V* OP Tau                          ;Y*O;03 45 41.6841838632 +25 41 12.416412048;     ~   ;16.77    ;15.30    ;     ~   ;~              
3154;   5821.80;Cl* Melotte 22 SK 656              ;*  ;03 42 57.0135546120 +25 22 46.055028396;     ~   ;     ~   ;14.56    ;     ~   ;~              
3155;   5824.65;V* V1008 Tau                       ;Er*;03 45 30.8282815248 +22 33 27.755200080;     ~   ;     ~   ;     ~   ;     ~   ;~              
3156;   5825.62;UGCS J035423.99+235158.7           ;PM*;03 54 23.9894279616 +23 51 59.003467416;     ~   ;     ~   ;     ~   ;     ~   ;~              
3157;   5825.80;2MASS J03431156+2525231            ;Y*O;03 43 11.5694314560 +25 25 23.232023220;     ~   ;     ~   ;17.51    ;     ~   ;~              
3158;   5826.91;HAT 260-08734                      ;*  ;03 45 40.2474047784 +25 41 13.363670256;     ~   ;     ~   ;     ~   ;     ~   ;~              
3159;   5827.76;TYC 1800-585-1                     ;*  ;03 53 53.5141269768 +23 28 19.869989160;     ~   ;13.42    ;11.98    ;     ~   ;~              
3160;   5827.80;V* V1289 Tau                       ;RS*;03 54 25.2396668585 +24 21 36.310488499;     ~   ;11.84    ;11.05    ;9.60     ;G5IV           
3161;   5828.19;[SHM2017] J058.61601+24.27805      ;RR*;03 54 27.8541620568 +24 16 40.941690888;     ~   ;     ~   ;18.69    ;     ~   ;~              
3162;   5829.30;V* V513 Tau                        ;Y*O;03 44 30.0733701710 +25 35 47.055978000;     ~   ;16.642   ;15.120   ;     ~   ;~              
3163;   5829.72;[ZGB2014] PNM04                    ;BD?;03 48 31.3372591224 +25 42 57.309913584;     ~   ;     ~   ;     ~   ;     ~   ;~              
3164;   5830.44;Cl* Melotte 22 PELS 65             ;*  ;03 50 02.6274953376 +22 36 54.133055280;     ~   ;12.14    ;11.84    ;     ~   ;~              
3165;   5830.84;Cl Melotte 22 3412                 ;Y*O;03 40 34.3692226086 +23 40 57.391642430;     ~   ;11.687   ;10.958   ;10.799   ;~              
3166;   5831.60;[ZGB2014] PNM08                    ;BD?;03 48 32.2425046416 +25 42 57.242877948;     ~   ;     ~   ;     ~   ;     ~   ;~              
3167;   5833.82;Gaia DR2 68334308365794304         ;HS*;03 40 29.3002211328 +24 29 57.020191548;     ~   ;     ~   ;     ~   ;     ~   ;sdB            
3168;   5834.30;ATO J055.5937+22.9763              ;EB*;03 42 22.5089474400 +22 58 34.845183264;     ~   ;13.056   ;12.346   ;12.256   ;~              
3169;   5841.55;V* V490 Tau                        ;Er*;03 40 31.6393106808 +24 32 35.909932704;     ~   ;     ~   ;     ~   ;     ~   ;~              
3170;   5841.85;Cl* Melotte 22 HHJ 12              ;PM*;03 41 33.8892053064 +23 11 45.087601452;     ~   ;     ~   ;20.41    ;     ~   ;M5.5           
3171;   5843.64;Cl* Melotte 22 BPL 313             ;Er*;03 54 28.1095528752 +23 56 36.228668604;     ~   ;     ~   ;     ~   ;     ~   ;~              
3172;   5843.96;Cl* Melotte 22 DH 464              ;*  ;03 46 40.2585039720 +25 43 53.594450904;     ~   ;     ~   ;17.11    ;     ~   ;~              
3173;   5844.60;MaNGA 3-48479273                   ;*  ;03 51 30.4267003270 +22 47 39.584415658;     ~   ;     ~   ;     ~   ;     ~   ;~              
