 num|dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  spec. type   
4690|  13324.89|IRAS 04252+1926                    |LP*|04 28 11.8909294752 +19 33 25.247896992|     ~   |     ~   |     ~   |     ~   |~              
4691|  13325.35|XEST 01-073                        |X  |04 22 22.85 +19 24 03.0                |     ~   |     ~   |     ~   |     ~   |~              
4692|  13325.89|UCAC4 536-009813                   |*  |04 41 30.3587618112 +17 08 11.664684744|     ~   |15.170   |13.900   |13.826   |~              
4693|  13327.62|LEDA 1418075                       |G  |04 36 03.0 +12 52 58                   |     ~   |     ~   |     ~   |     ~   |~              
4694|  13328.62|TYC 1273-513-1                     |*  |04 27 03.3295562256 +19 34 08.530808880|     ~   |12.12    |11.66    |     ~   |~              
4695|  13331.84|HD 286693                          |PM*|04 19 36.8739497232 +12 37 27.566715468|     ~   |10.76    |     ~   |9.58     |K2             
4696|  13335.08|HD 284356                          |*  |04 20 40.2731551128 +19 14 59.697726612|     ~   |11.24    |9.78     |     ~   |K7             
4697|  13338.12|TYC 1255-317-1                     |*  |04 13 36.3803518032 +17 43 29.575729056|     ~   |13.02    |11.09    |     ~   |~              
4698|  13339.81|HD 285601                          |*  |04 11 49.3561382832 +15 15 28.914908868|     ~   |12.28    |11.39    |     ~   |G0             
4699|  13340.81|Cl* Melotte 25 HAN 446             |*  |04 28 52.6910333544 +12 11 20.332406076|     ~   |17.07    |15.53    |     ~   |~              
4700|  13347.57|2MASS J04253852+1933367            |RG*|04 25 38.5301664099 +19 33 36.728391077|     ~   |     ~   |     ~   |     ~   |~              
4701|  13349.63|LSPM J0440+1749                    |PM*|04 40 08.7160769136 +17 49 52.769334828|     ~   |20.3     |     ~   |17.6     |~              
4702|  13352.02|TYC 694-157-1                      |*  |04 37 21.8969567568 +13 08 04.780246920|     ~   |12.98    |11.53    |     ~   |~              
4703|  13356.10|[DCD2013] MLS J042528.8+193332     |RR*|04 25 28.8677328144 +19 33 32.494603140|     ~   |     ~   |19.73    |     ~   |~              
4704|  13357.03|TYC 1273-864-1                     |*  |04 28 44.6399579040 +19 33 13.119784920|     ~   |12.51    |12.25    |     ~   |~              
4705|  13357.72|WB 0435+1809                       |Rad|04 38 54.0 +18 15 00                   |     ~   |     ~   |     ~   |     ~   |~              
4706|  13358.42|XEST 01-100                        |X  |04 22 40.42 +19 25 53.0                |     ~   |     ~   |     ~   |     ~   |~              
4707|  13359.97|IRAS 04174+1906                    |FIR|04 20 22.5 +19 13 31                   |     ~   |     ~   |     ~   |     ~   |~              
4708|  13360.27|LP 415-217                         |PM*|04 34 37.8325261872 +19 06 05.028532236|     ~   |17.4     |     ~   |15.3     |M5.5Ve         
4709|  13360.77|2MASX J04272785+1209257            |G  |04 27 27.8835755088 +12 09 25.395386616|     ~   |     ~   |     ~   |     ~   |~              
4710|  13361.55|ATO J063.0240+14.9328              |V* |04 12 05.7583696020 +14 55 58.107446688|     ~   |     ~   |     ~   |     ~   |~              
4711|  13361.68|[SHM2017] J070.60246+15.68853      |RR*|04 42 24.5991945384 +15 41 18.510096228|     ~   |     ~   |     ~   |     ~   |~              
4712|  13364.24|1RXS J043432.5+123806              |X  |04 34 32.501 +12 38 06.50              |     ~   |     ~   |     ~   |     ~   |~              
4713|  13364.84|IRAS 04333+1246                    |FIR|04 36 06.5 +12 52 49                   |     ~   |     ~   |     ~   |     ~   |~              
4714|  13370.62|HD 285553                          |*  |04 13 52.3811868840 +17 50 58.203494592|     ~   |12.63    |11.87    |     ~   |A5             
4715|  13371.51|Cl* Melotte 25 REIDA 301           |*  |04 30 41.0512036968 +12 15 40.933689912|     ~   |20.72    |19.19    |     ~   |~              
4716|  13376.70|XEST 01-OM-063                     |*  |04 22 21.3108644448 +19 24 49.976564184|     ~   |     ~   |     ~   |     ~   |~              
4717|  13377.50|HD 286753                          |*  |04 25 35.3197790208 +12 09 59.359739940|     ~   |11.08    |10.56    |     ~   |F8             
4718|  13378.36|HD 286890                          |*  |04 34 31.9168495296 +12 37 45.537614292|     ~   |11.90    |11.06    |     ~   |F5             
4719|  13378.39|HD 285583                          |*  |04 11 35.8701787296 +16 12 23.771253816|     ~   |10.79    |10.31    |     ~   |G0             
4720|  13379.59|LP 415-1582                        |PM*|04 36 04.1828355312 +18 53 18.676299660|     ~   |15.07    |13.576   |13.292   |M2.5V          
4721|  13382.39|HD 286803                          |*  |04 26 22.4079706272 +12 09 08.794760688|     ~   |12.07    |11.56    |11.59    |A2             
4722|  13385.07|Cl* Melotte 25 VA 708              |PM*|04 33 25.5420130920 +12 29 25.449130968|     ~   |17.44    |16.15    |15.50    |~              
4723|  13386.42|Cl* Melotte 25 HAN 590             |*  |04 34 17.39 +12 35 40.1                |     ~   |16.41    |14.83    |     ~   |~              
4724|  13386.67|UCAC4 548-009451                   |EB*|04 25 14.4662923344 +19 33 41.505961104|     ~   |13.847   |13.014   |12.884   |~              
4725|  13386.97|LP 475-28                          |PM*|04 22 13.4890508136 +12 19 58.214977464|     ~   |16.89    |15.82    |15.60    |~              
4726|  13387.15|[ITH2008] HD 286753-cc1            |*  |04 25 35.5564319952 +12 09 49.353312060|     ~   |     ~   |     ~   |     ~   |~              
4727|  13388.63|HD 285603                          |*  |04 11 53.3167941264 +15 06 24.338527236|     ~   |10       |     ~   |     ~   |F8             
4728|  13392.95|Gaia DR3 3306705977005714304       |Y*?|04 34 11.1761228712 +12 34 44.511411972|     ~   |     ~   |     ~   |     ~   |~              
4729|  13394.92|Cl* Melotte 25 HAN 174             |*  |04 17 48.96 +12 53 00.7                |     ~   |18.91    |17.38    |     ~   |~              
4730|  13395.45|MOO J0414+1343                     |ClG|04 14 23.79 +13 43 46.9                |     ~   |     ~   |     ~   |     ~   |~              
4731|  13401.02|WISE J044217.45+162854.4           |MIR|04 42 17.451 +16 28 54.43              |     ~   |     ~   |     ~   |     ~   |~              
4732|  13401.93|2MASS J04391924+1808370            |*  |04 39 19.2428641848 +18 08 37.061307492|     ~   |     ~   |     ~   |     ~   |~              
4733|  13402.43|Cl* Melotte 25 REIDA 346           |*  |04 30 52.19 +12 15 50.2                |     ~   |21.14    |19.89    |     ~   |~              
4734|  13402.70|IRAS 04283+1210                    |FIR|04 31 10.3 +12 17 01                   |     ~   |     ~   |     ~   |     ~   |~              
4735|  13403.40|LEDA 1474439                       |G  |04 11 54.2 +15 04 19                   |     ~   |     ~   |     ~   |     ~   |~              
4736|  13404.18|HD 286889                          |*  |04 34 19.6572352152 +12 35 37.752213048|     ~   |11.51    |9.64     |     ~   |K5             
4737|  13406.06|LEDA 1424738                       |G  |04 16 20.7 +13 10 47                   |     ~   |     ~   |     ~   |     ~   |~              
4738|  13406.85|UCAC4 546-009931                   |*  |04 35 05.5285723705 +19 03 07.075611784|     ~   |13.034   |11.666   |11.402   |~              
4739|  13408.09|LEDA 1446349                       |G  |04 13 40.1 +13 59 43                   |     ~   |     ~   |     ~   |     ~   |~              
4740|  13409.94|NSVS 9442384                       |LP*|04 29 11.3961011904 +19 33 17.910588996|     ~   |     ~   |     ~   |13.64    |~              
4741|  13418.70|Cl* Melotte 25 REID 271            |*  |04 29 16.0 +12 10 48                   |     ~   |19.22    |17.7     |     ~   |~              
4742|  13419.91|HD 29777                           |*  |04 42 09.4200590760 +16 40 58.015777188|     ~   |10.86    |9.67     |     ~   |K0             
4743|  13420.33|[TSA98] J042013.82+191338.43       |X  |04 20 13.82 +19 13 38.4                |     ~   |     ~   |     ~   |     ~   |~              
4744|  13420.89|IRAS 04255+1928                    |FIR|04 28 31.3 +19 34 37                   |     ~   |     ~   |     ~   |     ~   |~              
4745|  13421.31|2MASS J04261886+1935285            |RG*|04 26 18.8639956362 +19 35 28.439685983|     ~   |     ~   |     ~   |     ~   |~              
4746|  13425.92|Gaia DR3 3307196565350140544       |Y*?|04 23 56.7525939984 +12 12 41.456108736|     ~   |     ~   |     ~   |     ~   |~              
4747|  13426.20|HG 8-76                            |PM*|04 42 18.1021760880 +16 30 34.318638396|     ~   |14.43    |13.12    |13.01    |~              
4748|  13427.09|2MASS J04193931+1909359            |*  |04 19 39.31680 +19 09 35.9244          |     ~   |     ~   |     ~   |     ~   |~              
4749|  13429.42|XEST 01-OM-079                     |*  |04 22 32.7737715096 +19 26 35.024415360|     ~   |     ~   |     ~   |     ~   |~              
4750|  13431.50|XEST 01-032                        |X  |04 21 49.37 +19 23 16.5                |     ~   |     ~   |     ~   |     ~   |~              
4751|  13433.56|XEST 01-078                        |X  |04 22 24.10 +19 26 01.9                |     ~   |     ~   |     ~   |     ~   |~              
4752|  13435.26|[GBA2007] 768                      |X  |04 21 27.55 +19 21 26.8                |     ~   |     ~   |     ~   |     ~   |~              
4753|  13435.75|Gaia DR3 3307119221578843008       |Y*?|04 22 50.2180068456 +12 16 24.919231944|     ~   |     ~   |     ~   |     ~   |~              
4754|  13438.49|ATO J063.1380+17.2631              |EB?|04 12 33.1346468203 +17 15 47.173389989|     ~   |     ~   |     ~   |14.801   |~              
4755|  13439.23|UCAC4 548-009517                   |*  |04 26 48.0027446826 +19 35 58.137883980|     ~   |13.767   |12.271   |11.911   |~              
4756|  13440.04|HVC 184.1-21.7-221                 |HVC|04 38 24.0 +13 21 00                   |     ~   |     ~   |     ~   |     ~   |~              
4757|  13442.06|XEST 01-090                        |X  |04 22 31.85 +19 26 44.3                |     ~   |     ~   |     ~   |     ~   |~              
4758|  13444.04|Gaia DR3 48057595962682880         |Y*?|04 28 19.4971405512 +19 35 15.993116736|     ~   |     ~   |     ~   |     ~   |~              
4759|  13444.27|LEDA 1517801                       |G  |04 11 57.0 +16 49 18                   |     ~   |     ~   |     ~   |     ~   |~              
4760|  13445.51|HD 27406                           |BY*|04 20 12.9666179232 +19 14 00.518450172|     ~   |8.016    |7.444    |7.131    |F9V+           
4761|  13446.12|XEST 01-046                        |PM*|04 21 59.7836116680 +19 24 23.160123540|     ~   |     ~   |     ~   |     ~   |~              
4762|  13450.54|GB6 B0433+1846                     |Rad|04 36 18.60 +18 52 16.0                |     ~   |     ~   |     ~   |     ~   |~              
4763|  13450.70|XEST 01-051                        |X  |04 22 03.97 +19 24 48.0                |     ~   |     ~   |     ~   |     ~   |~              
4764|  13451.58|LEDA 1424420                       |G  |04 16 20.0 +13 09 54                   |     ~   |     ~   |     ~   |     ~   |~              
4765|  13452.89|LP 475-233                         |PM*|04 39 49.8510846144 +13 46 51.532410815|     ~   |19.0     |     ~   |16.2     |~              
4766|  13453.09|NVSS J041830+190024                |Rad|04 18 30.03 +19 00 22.3                |     ~   |     ~   |     ~   |     ~   |~              
4767|  13455.66|HG 7-122                           |PM*|04 11 27.6465726120 +15 59 31.748398980|     ~   |16.75    |15.16    |15.08    |M1:            
4768|  13458.65|Cl* Melotte 25 VA 652              |PM*|04 31 57.8470028664 +12 19 37.702125840|     ~   |17.19    |15.9     |15.92    |~              
4769|  13463.70|LEDA 1517379                       |G  |04 11 54.5 +16 48 15                   |     ~   |     ~   |     ~   |     ~   |~              
4770|  13465.07|WISE J041727.41+185002.7           |MIR|04 17 27.411 +18 50 02.72              |     ~   |     ~   |     ~   |     ~   |~              
4771|  13465.15|HD 284471                          |*  |04 28 18.8870383272 +19 35 37.915288260|     ~   |11.80    |11.15    |     ~   |G5             
4772|  13465.33|2MASS J04200231+1913081            |RG*|04 20 02.3223923177 +19 13 08.248496405|     ~   |     ~   |     ~   |     ~   |~              
4773|  13466.18|UCAC4 549-009658                   |*  |04 27 48.3576906199 +19 36 08.449312369|     ~   |14.254   |     ~   |13.333   |~              
4774|  13470.95|HD 285645                          |*  |04 16 41.4350832168 +18 41 08.432568528|     ~   |10       |     ~   |     ~   |K2             
4775|  13471.88|CRTS J042051.6+191838              |EB*|04 20 51.5977521072 +19 18 39.763114452|     ~   |     ~   |14.73    |     ~   |~              
4776|  13472.52|Gaia DR3 3309648854238145152       |*  |04 42 17.2093532568 +15 11 51.183905820|     ~   |     ~   |     ~   |     ~   |~              
4777|  13475.49|TYC 694-268-1                      |*  |04 41 09.6824973816 +14 20 25.400265504|     ~   |13.04    |11.24    |     ~   |~              
4778|  13475.74|Gaia DR3 3311717516645331584       |Y*?|04 12 06.4743764064 +14 48 27.440814456|     ~   |     ~   |     ~   |     ~   |~              
4779|  13476.47|XEST 01-OM-028                     |*  |04 21 45.9847947840 +19 23 47.195286612|     ~   |     ~   |     ~   |     ~   |~              
4780|  13477.13|HD 284470B                         |Y*?|04 28 07.1388471168 +19 36 02.969728164|     ~   |12.2     |     ~   |12.43    |~              
4781|  13477.44|CRTS J043957.8+175753              |EB*|04 39 57.8603394864 +17 57 52.995557484|     ~   |     ~   |15.41    |     ~   |~              
4782|  13477.91|TGU H1242 P1                       |DNe|04 29 24.0 +19 34 00                   |     ~   |     ~   |     ~   |     ~   |~              
4783|  13477.91|TGU H1242                          |DNe|04 29 24.0 +19 34 00                   |     ~   |     ~   |     ~   |     ~   |~              
4784|  13478.90|XEST 01-047                        |X  |04 22 00.37 +19 25 00.6                |     ~   |     ~   |     ~   |     ~   |~              
4785|  13480.16|HD 284470A                         |*  |04 28 06.4772917248 +19 36 06.678334152|     ~   |10.53    |10.04    |10.05    |~              
4786|  13480.51|HD 284470                          |** |04 28 06.5 +19 36 07                   |     ~   |     ~   |     ~   |     ~   |A7             
4787|  13481.17|HD 26546                           |PM*|04 12 31.3547173512 +17 16 38.856313632|     ~   |7.155    |6.087    |     ~   |K0III          
4788|  13484.82|Cl* Melotte 25 REIDA 306           |*  |04 30 46.7295058920 +12 14 04.829304120|     ~   |18.52    |17.2     |16.36    |~              
4789|  13485.41|HD 285991                          |*  |04 41 33.1958371656 +14 33 36.164260188|     ~   |11.98    |11.12    |     ~   |G0             
4790|  13486.03|XEST 01-079                        |X  |04 22 24.94 +19 27 00.5                |     ~   |     ~   |     ~   |     ~   |~              
4791|  13486.07|Cl* Melotte 25 REIDA 384           |*  |04 31 13.0939274376 +12 15 46.266175296|     ~   |18.73    |17.40    |     ~   |~              
4792|  13487.02|EGGR 316                           |WD*|04 40 23.8781083870 +13 58 45.880560826|     ~   |14.97    |14.94    |13.25    |DB4            
4793|  13488.56|HD 29270                           |PM*|04 37 20.1540874512 +18 41 11.954884560|     ~   |10.32    |9.58     |     ~   |F9V            
4794|  13490.12|HD 286893                          |*  |04 35 45.7083604680 +12 46 41.412110880|     ~   |12.82    |11.22    |     ~   |K0             
4795|  13491.43|HD 28449                           |** |04 29 40.7011384464 +12 10 32.737068408|     ~   |8.85     |8.31     |     ~   |kA5hF1mF3VEuBa 
